text,label
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",0
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R11: Use a separate clause for each condition or qualification.",0
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R12: Use correct grammar.",0
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",0
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",0
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The bottom 3/4 of the table will hold events that occur according to its relevance to current time."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",0
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",0
"Evaluate this requirement: ""The system shall color code events according to their variance from current time."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",0
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",0
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",0
"Evaluate this requirement: ""The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications"" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",0
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
